ActivityIdentifier,CollectionDate,Latitude_dd,Longitude_dd,SiteNumber,chem_Azinphos-methyl,chem_Carbaryl,chem_Chlorpyrifos,chem_Diazinon,chem_Dieldrin,chem_Malathion,chem_Methyl parathion,chem_Thiobencarb,chem_Trifluralin,chem_gamma-HCH (Lindane)
nwisoh.01.00300088,2003-06-26,39.6622814,-84.2018837,USGS-393944084120700,0.025,0.0205,0.0109,0.0103,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisoh.01.00300213,2003-07-31,39.6622814,-84.2018837,USGS-393944084120700,0.025,0.009,0.0025,0.0153,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisoh.01.00300214,2003-08-05,39.6622814,-84.2018837,USGS-393944084120700,0.025,0.167,0.0025,0.0591,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisoh.01.00300263,2003-08-27,39.6622814,-84.2018837,USGS-393944084120700,0.025,0.026,0.0025,0.0115,0.0024,0.014,0.003,0.0024,0.002,0.0075
nwisoh.01.00300264,2003-09-03,39.6622814,-84.2018837,USGS-393944084120700,0.025,0.052,0.0025,0.0172,0.0024,0.0135,0.003,0.0024,0.003,0.002
nwisor.01.00300031,2002-10-16,45.10039816,-122.8217596,USGS-14201300,0.031,0.005,0.006,0.0065,0.0024,0.0135,0.003,0.0024,0.004,0.0055
nwisor.01.00300037,2002-10-22,45.403452,-122.7548185,USGS-14206950,0.025,0.005,0.0025,0.004,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300047,2002-10-30,45.10039816,-122.8217596,USGS-14201300,0.019,0.006,0.0045,0.0025,0.0024,0.01,0.003,0.0024,0.004,0.004
nwisor.01.00300049,2002-10-28,45.403452,-122.7548185,USGS-14206950,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300059,2002-11-20,45.10039816,-122.8217596,USGS-14201300,0.025,0.0205,0.0149,0.0025,0.0024,0.0135,0.003,0.0024,0.005,0.002
nwisor.01.00300060,2002-11-21,45.403452,-122.7548185,USGS-14206950,0.025,0.034,0.0025,0.005,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300084,2002-12-04,45.10039816,-122.8217596,USGS-14201300,0.025,0.003,0.0092,0.0025,0.0024,0.0135,0.003,0.0024,0.001,0.002
nwisor.01.00300098,2002-11-14,45.403452,-122.7548185,USGS-14206950,0.025,0.011,0.0049,0.0089,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300099,2002-12-16,45.403452,-122.7548185,USGS-14206950,0.025,0.36,0.0025,0.011,0.0024,0.0135,0.003,0.0024,0.002,0.002
nwisor.01.00300223,2003-02-06,45.403452,-122.7548185,USGS-14206950,0.025,0.085,0.0025,0.0032,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300316,2003-03-12,45.403452,-122.7548185,USGS-14206950,0.025,0.074,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300326,2003-03-31,45.403452,-122.7548185,USGS-14206950,0.025,0.063,0.0025,0.0069,0.0024,0.0135,0.003,0.0024,0.005,0.002
nwisor.01.00300327,2003-04-01,45.10039816,-122.8217596,USGS-14201300,0.025,0.0205,0.0035,0.0016,0.0024,0.0135,0.003,0.0024,0.003,0.002
nwisor.01.00300367,2003-04-16,45.10039816,-122.8217596,USGS-14201300,0.025,0.006,0.0054,0.0085,0.003,0.007,0.003,0.0024,0.0045,0.002
nwisor.01.00300379,2003-05-01,45.403452,-122.7548185,USGS-14206950,0.025,0.842,0.0054,0.0343,0.0024,0.0135,0.003,0.0024,0.003,0.002
nwisor.01.00300380,2003-04-30,45.10039816,-122.8217596,USGS-14201300,0.025,0.006,0.0062,0.0107,0.0024,0.0135,0.003,0.0024,0.002,0.002
nwisor.01.00300408,2003-05-14,45.10039816,-122.8217596,USGS-14201300,0.746,0.0205,0.056,0.0078,0.0024,0.0135,0.003,0.0024,0.007,0.002
nwisor.01.00300485,2003-05-30,45.403452,-122.7548185,USGS-14206950,0.025,0.301,0.0025,0.0086,0.0024,0.0135,0.003,0.0024,0.004,0.002
nwisor.01.00300502,2003-06-03,45.10039816,-122.8217596,USGS-14201300,0.025,0.023,0.0044,0.0025,0.0024,0.0135,0.005,0.0024,0.0045,0.002
nwisor.01.00300531,2003-06-25,45.10039816,-122.8217596,USGS-14201300,0.025,0.01,0.0025,0.0111,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300533,2003-06-26,45.403452,-122.7548185,USGS-14206950,0.025,0.096,0.0025,0.013,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300597,2003-07-09,45.10039816,-122.8217596,USGS-14201300,0.025,0.03,0.0044,0.0217,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300647,2003-07-17,45.403452,-122.7548185,USGS-14206950,0.025,0.036,0.0025,0.0034,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300737,2003-08-12,45.403452,-122.7548185,USGS-14206950,0.025,0.025,0.0025,0.0086,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300752,2003-08-13,45.10039816,-122.8217596,USGS-14201300,0.025,0.009,0.011,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300837,2003-09-02,45.403452,-122.7548185,USGS-14206950,0.025,0.007,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00300856,2003-09-03,45.10039816,-122.8217596,USGS-14201300,0.551,0.004,0.004,0.0032,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisor.01.00500034,2004-10-26,45.403452,-122.7548185,USGS-14206950,0.025,0.023,0.0025,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisor.01.00500038,2004-10-28,45.10039816,-122.8217596,USGS-14201300,0.03,0.0205,0.01,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisor.01.00500051,2004-12-07,45.10039816,-122.8217596,USGS-14201300,0.025,0.0205,0.0496,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisor.01.00500052,2004-12-06,45.403452,-122.7548185,USGS-14206950,0.025,0.044,0.0025,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisor.01.00500115,2005-02-02,45.10039816,-122.8217596,USGS-14201300,0.025,0.0205,0.209,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisor.01.00500190,2005-04-12,45.10039816,-122.8217596,USGS-14201300,0.025,0.0205,0.0326,0.0025,0.0045,0.0135,0.0075,0.005,0.005,0.002
nwisor.01.00500193,2005-04-15,45.403452,-122.7548185,USGS-14206950,0.025,0.148,0.0025,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwispa.01.99903574,1999-05-19,40.22927456,-75.119616,USGS-01464907,5e-04,0.04,0.002,0.0596,5e-04,0.014,0.003,0.001,0.007,0.002
nwistx.01.00300033,2002-10-07,32.88929207,-96.7566664,USGS-08057200,0.025,0.184,0.0198,0.0791,0.0024,0.015,0.003,0.0024,0.0045,0.002
nwistx.01.00300079,2002-11-06,32.88929207,-96.7566664,USGS-08057200,0.025,0.078,0.00625,0.0885,0.0024,0.023,0.003,0.0024,0.0045,0.002
nwistx.01.00300153,2002-12-11,32.88929207,-96.7566664,USGS-08057200,0.025,0.027,0.0048,0.0682,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00300294,2003-01-13,32.88929207,-96.7566664,USGS-08057200,0.025,0.015,0.005,0.0207,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00300553,2003-02-10,32.88929207,-96.7566664,USGS-08057200,0.025,0.015,0.0053,0.0641,0.0024,0.019,0.003,0.0024,0.0045,0.002
nwistx.01.00300842,2003-03-11,32.88929207,-96.7566664,USGS-08057200,0.025,0.0205,0.0025,0.0086,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00300844,2003-03-24,32.88929207,-96.7566664,USGS-08057200,0.025,0.017,0.0025,0.0953,0.0024,0.12,0.003,0.0024,0.0045,0.002
nwistx.01.00300910,2003-04-08,32.88929207,-96.7566664,USGS-08057200,0.025,0.235,0.0025,0.254,0.0024,0.013,0.003,0.0024,0.0045,0.002
nwistx.01.00301073,2003-04-15,32.88929207,-96.7566664,USGS-08057200,0.025,0.033,0.0025,0.0943,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00301080,2003-04-21,32.88929207,-96.7566664,USGS-08057200,0.025,0.015,0.0025,0.0446,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00301238,2003-05-07,32.88929207,-96.7566664,USGS-08057200,0.025,0.0205,0.0025,0.0366,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00301388,2003-05-14,32.88929207,-96.7566664,USGS-08057200,0.025,0.083,0.0025,0.0449,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00301496,2003-05-21,32.88929207,-96.7566664,USGS-08057200,0.025,0.33,0.0049,0.563,0.0024,0.022,0.003,0.0024,0.0045,0.002
nwistx.01.00301662,2003-06-10,32.88929207,-96.7566664,USGS-08057200,0.025,0.017,0.0025,0.0529,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00302115,2003-07-01,32.88929207,-96.7566664,USGS-08057200,0.025,0.0205,0.0025,0.0406,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00302171,2003-07-16,32.88929207,-96.7566664,USGS-08057200,0.025,0.0205,0.0025,0.0218,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00302240,2003-08-05,32.88929207,-96.7566664,USGS-08057200,0.025,0.0205,0.0025,0.013,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00302772,2003-09-08,32.88929207,-96.7566664,USGS-08057200,0.025,0.0205,0.0044,0.0497,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwistx.01.00400346,2004-02-09,32.88929207,-96.7566664,USGS-08057200,0.025,0.0205,0.0025,0.0108,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwistx.01.00400917,2004-04-05,32.88929207,-96.7566664,USGS-08057200,0.025,0.008,0.0025,0.013,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwistx.01.00401468,2004-05-06,32.88929207,-96.7566664,USGS-08057200,0.025,0.017,0.0025,0.0295,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwistx.01.00401721,2004-06-02,32.88929207,-96.7566664,USGS-08057200,0.025,0.075,0.0067,0.0629,0.0045,0.029,0.0075,0.005,0.0045,0.002
nwiswa.01.00300005,2002-10-16,46.34346299,-120.186995,USGS-12505450,0.025,0.008,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.004,0.002
nwiswa.01.00300014,2002-11-20,46.34346299,-120.186995,USGS-12505450,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswa.01.00300033,2002-12-18,46.34346299,-120.186995,USGS-12505450,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswa.01.00300046,2003-01-21,46.34346299,-120.186995,USGS-12505450,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.1,0.0024,0.0045,0.002
nwiswa.01.00300073,2003-02-19,46.34346299,-120.186995,USGS-12505450,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswa.01.00300101,2003-03-04,46.34346299,-120.186995,USGS-12505450,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswa.01.00300181,2003-06-02,46.34346299,-120.186995,USGS-12505450,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.026,0.002
nwiswa.01.00300194,2003-06-16,46.34346299,-120.186995,USGS-12505450,0.179,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.005,0.002
nwiswa.01.00300239,2003-07-07,46.34346299,-120.186995,USGS-12505450,0.031,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.007,0.002
nwiswa.01.00300309,2003-08-06,46.34346299,-120.186995,USGS-12505450,0.027,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswa.01.00300341,2003-08-20,46.34346299,-120.186995,USGS-12505450,0.025,0.069,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswa.01.00300384,2003-09-16,46.34346299,-120.186995,USGS-12505450,0.025,0.011,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00300040,2002-10-07,43.09695587,-87.9723094,USGS-040869415,0.025,0.009,0.0025,0.0657,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00300194,2002-11-04,43.09695587,-87.9723094,USGS-040869415,0.025,0.0205,0.0025,0.0064,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00300401,2002-12-03,43.09695587,-87.9723094,USGS-040869415,0.025,0.0205,0.0025,0.0088,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00300620,2003-01-09,43.09695587,-87.9723094,USGS-040869415,0.025,0.0205,0.0025,0.005,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00300694,2003-02-03,43.09695587,-87.9723094,USGS-040869415,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00300816,2003-03-06,43.09695587,-87.9723094,USGS-040869415,0.025,0.0205,0.0025,0.0267,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00300913,2003-03-19,43.09695587,-87.9723094,USGS-040869415,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.0199
nwiswi.01.00301378,2003-04-08,43.09695587,-87.9723094,USGS-040869415,0.035,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.005
nwiswi.01.00301725,2003-04-22,43.09695587,-87.9723094,USGS-040869415,0.025,0.0205,0.0025,0.0066,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00302868,2003-05-12,43.09695587,-87.9723094,USGS-040869415,0.025,0.0205,0.0025,0.0127,0.0024,0.0135,0.003,0.0024,0.002,0.002
nwiswi.01.00302924,2003-05-28,43.09695587,-87.9723094,USGS-040869415,0.025,0.005,0.0025,0.0085,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00303457,2003-06-19,43.09695587,-87.9723094,USGS-040869415,0.025,0.012,0.0025,0.025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00304070,2003-07-07,43.09695587,-87.9723094,USGS-040869415,0.025,0.034,0.0025,0.0561,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00304505,2003-07-21,43.09695587,-87.9723094,USGS-040869415,0.025,0.005,0.0025,0.0097,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00305246,2003-08-07,43.09695587,-87.9723094,USGS-040869415,0.025,0.038,0.0025,0.0266,0.0024,0.034,0.003,0.0024,0.0045,0.002
nwiswi.01.00305609,2003-09-02,43.09695587,-87.9723094,USGS-040869415,0.025,0.0205,0.0025,0.0044,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwiswi.01.00400758,2004-02-03,43.09695587,-87.9723094,USGS-040869415,0.025,0.0205,0.0025,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwiswi.01.00401934,2004-04-14,43.09695587,-87.9723094,USGS-040869415,0.025,0.0205,0.0025,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisin.01.00500206,2005-03-08,39.72782144,-85.8794246,USGS-394340085524601,0.025,0.0205,0.0025,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisor.01.99300272,1993-03-01,45.403452,-122.7548185,USGS-14206950,5e-04,0.0015,0.02,0.025,5e-04,0.02,0.005,0.001,0.001,0.002
nwisor.01.99300721,1993-06-01,45.10039816,-122.8217596,USGS-14201300,0.18,0.005,0.01,0.03,0.011,0.0025,0.003,0.001,0.012,0.002
nwisak.01.00100156,2001-07-05,61.0869459,-149.8205256,USGS-15273040,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisak.01.00100157,2001-07-05,61.08111288,-149.7744129,USGS-15273097,0.025,0.008,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisak.01.00100358,2001-07-05,61.0869459,-149.8205256,USGS-15273040,0.025,0.005,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisak.01.00100359,2001-07-05,61.08111288,-149.7744129,USGS-15273097,0.025,0.002,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisak.01.99900012,1998-11-10,61.20472578,-149.8974826,USGS-15275100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900015,1999-01-19,61.20472578,-149.8974826,USGS-15275100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900019,1999-02-09,61.20472578,-149.8974826,USGS-15275100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900026,1998-10-15,61.20472578,-149.8974826,USGS-15275100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900028,1998-12-07,61.20472578,-149.8974826,USGS-15275100,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900041,1999-03-09,61.20472578,-149.8974826,USGS-15275100,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900067,1999-03-26,61.20472578,-149.8974826,USGS-15275100,5e-04,0.11,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900068,1999-03-27,61.20472578,-149.8974826,USGS-15275100,5e-04,0.1,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900072,1999-04-14,61.20472578,-149.8974826,USGS-15275100,5e-04,0.016,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900075,1999-04-17,61.20472578,-149.8974826,USGS-15275100,5e-04,0.068,0.002,0.0061,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900099,1999-05-10,61.20472578,-149.8974826,USGS-15275100,5e-04,0.013,0.002,0.0104,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900110,1999-05-25,61.16667096,-149.7727527,USGS-15274000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900112,1999-06-07,61.20472578,-149.8974826,USGS-15275100,5e-04,0.043,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900113,1999-06-07,61.16667096,-149.7727527,USGS-15274000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900188,1999-07-12,61.16667096,-149.7727527,USGS-15274000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900221,1999-07-27,61.20472578,-149.8974826,USGS-15275100,5e-04,0.059,0.002,0.0427,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900291,1999-08-09,61.20472578,-149.8974826,USGS-15275100,5e-04,0.021,0.002,0.0108,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900292,1999-08-10,61.16667096,-149.7727527,USGS-15274000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900293,1999-08-12,61.20472578,-149.8974826,USGS-15275100,5e-04,0.332,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900296,1999-08-13,61.16667096,-149.7727527,USGS-15274000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900297,1999-08-13,61.20472578,-149.8974826,USGS-15275100,5e-04,0.023,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900365,1999-08-25,61.20472578,-149.8974826,USGS-15275100,5e-04,0.189,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900366,1999-08-25,61.16667096,-149.7727527,USGS-15274000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900413,1999-09-09,61.16667096,-149.7727527,USGS-15274000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisak.01.99900423,1999-09-08,61.20472578,-149.8974826,USGS-15275100,5e-04,0.01,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000004,1999-10-05,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.08,0.0034,0.0068,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000008,1999-10-14,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.008,0.002,0.0191,5e-04,0.027,0.003,0.001,0.001,0.002
nwisal.01.00000029,1999-10-21,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.0015,0.002,0.0092,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000034,1999-10-28,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.006,0.002,0.0057,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000121,1999-12-01,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000170,2000-01-04,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.0015,0.0112,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000224,2000-02-09,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.0015,0.0028,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000237,2000-03-09,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.014,0.0029,0.0083,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000255,2000-03-19,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.0314,0.0041,0.0133,5e-04,0.0025,0.003,0.001,0.005,0.002
nwisal.01.00000304,2000-04-20,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.0314,0.002,0.0054,5e-04,0.0025,0.003,0.001,0.003,0.002
nwisal.01.00000392,2000-05-16,33.10484108,-86.838044,USGS-02423729,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000397,2000-05-17,33.44371888,-86.8394346,USGS-02423590,5e-04,0.0015,0.0116,0.0179,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000398,2000-05-18,33.4806614,-86.759433,USGS-02423576,5e-04,0.0015,0.002,0.0025,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000400,2000-05-18,33.46121794,-86.7933225,USGS-02423581,0.005,0.0015,0.002,0.001,0.0035,0.0025,0.003,0.001,0.003,0.002
nwisal.01.00000403,2000-05-16,33.46899616,-86.8883248,USGS-02461200,5e-04,0.0015,0.002,0.0139,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000404,2000-05-15,33.380666,-86.92915849,USGS-02423620,5e-04,0.0015,0.002,0.0042,0.004,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000405,2000-05-15,33.36372264,-87.0191604,USGS-02461670,5e-04,0.0015,0.002,0.001,0.004,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000406,2000-05-17,33.57010398,-86.7241556,USGS-02458150,5e-04,0.0015,0.002,0.0013,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000407,2000-05-17,33.53454886,-86.5624847,USGS-02423397,5e-04,0.011,0.002,0.0019,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000411,2000-05-18,33.7937106,-86.4885963,USGS-02401355,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000431,2000-05-19,33.60815888,-86.6999889,USGS-02456900,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000433,2000-05-15,33.21178164,-86.273308,USGS-02406930,5e-04,0.0015,0.002,0.0035,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000443,2000-05-18,34.2684264,-85.865803,USGS-02400800,5e-04,0.021,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000444,2000-05-18,34.33425796,-85.830525,USGS-02400725,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000448,2000-06-08,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.0314,0.002,0.0155,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000543,2000-07-05,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.0314,0.0029,0.0101,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00000617,2000-08-21,33.31344546,-86.8063775,USGS-0242354750,5e-04,0.0314,0.002,0.0079,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00001134,1999-10-12,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.03,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00001136,1999-10-25,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.03,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00001138,1999-11-02,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.03,0.002,0.001,5e-04,0.012,0.003,0.001,0.001,0.002
nwisal.01.00001140,1999-11-16,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.03,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00001141,1999-12-14,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.03,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00001142,2000-01-10,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.03,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00001143,2000-02-16,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00001144,2000-03-11,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00001145,2000-03-20,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.03,0.002,0.0038,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00001146,2000-04-02,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.03,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00001147,2000-04-03,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.03,0.002,0.0156,5e-04,0.025,0.003,0.001,0.001,0.0039
nwisal.01.00001148,2000-04-19,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.03,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisal.01.00001150,2000-05-15,34.96092128,-86.4636024,USGS-0357479650,5e-04,0.03,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
